-----------------------------------------------------------------
              Welcome to the Stampede Supercomputer              
-----------------------------------------------------------------

--> Verifying valid submit host (login4)...OK
--> Enforcing max jobs per user...OK
--> Verifying availability of your home dir (/home1/02492/duotacc)...OK
--> Verifying availability of your work dir (/work/02492/duotacc)...OK
--> Verifying availability of your scratch dir (/scratch/02492/duotacc)...OK
--> Verifying access to desired queue (gpudev)...OK
--> Verifying job request is within current queue limits...OK
--> Checking available allocation (TG-TRA130023)...OK
Hello, Welcome to the world of CUDA Matrix Multiplication for M x MT!
usage: stdin::<impl_version> <dim> <init_method> <san_check> <disp_matrix> <csv_format>
1, 1, 4, 0.210496, 9.50137e-06, 0.269184, 7.42986e-06, 0, 0
1, 2, 4, 0.016352, 0.000978474, 0.069792, 0.000229253, 0, 0
1, 4, 4, 0.025952, 0.00493218, 0.068352, 0.00187266, 0, 0
1, 8, 4, 0.01648, 0.0621359, 0.061376, 0.016684, 0, 0
1, 16, 4, 0.027904, 0.293578, 0.070688, 0.11589, 0, 0
1, 32, 4, 0.024928, 2.62901, 0.080992, 0.809166, 0, 0
1, 64, 4, 0.058368, 8.98246, 0.126272, 4.15205, 0, 0
1, 100, 4, 0.155104, 12.8946, 0.26368, 7.58495, 0, 0
1, 128, 4, 0.284864, 14.7239, 0.436992, 9.59813, 0, 0
1, 200, 4, 1.01213, 15.8083, 1.26352, 12.663, 0, 0
1, 256, 4, 2.10019, 15.9768, 2.52499, 13.2889, 0, 0
1, 300, 4, 3.33936, 16.1708, 3.82515, 14.1171, 0, 0
1, 400, 4, 7.90941, 16.1833, 8.7456, 14.6359, 0, 0
1, 500, 4, 15.2804, 16.3608, 16.528, 15.1259, 0, 0
1, 512, 4, 16.3855, 16.3825, 17.6534, 15.2059, 0, 0
1, 600, 4, 26.5067, 16.2978, 27.9864, 15.4361, 0, 0
1, 700, 4, 42.075, 16.3042, 43.9843, 15.5965, 0, 0
1, 800, 4, 63.3765, 16.1574, 65.6949, 15.5872, 0, 0
1, 900, 4, 89.222, 16.3413, 92.1181, 15.8275, 0, 0
1, 1000, 4, 123.559, 16.1867, 126.958, 15.7533, 0, 0
1, 1024, 4, 132.65, 16.189, 136.244, 15.762, 0, 0
1, 1100, 4, 162.703, 16.3611, 166.669, 15.9718, 0, 0
1, 1200, 4, 213.391, 16.1956, 218.078, 15.8475, 0, 0
1, 1300, 4, 268.447, 16.3682, 273.882, 16.0434, 0, 0
1, 1400, 4, 338.771, 16.1997, 345.024, 15.9062, 0, 0
1, 1500, 4, 412.012, 16.383, 419.108, 16.1056, 0, 0
1, 1600, 4, 505.362, 16.2102, 513.506, 15.9531, 0, 0
1, 1700, 4, 599.607, 16.3874, 608.892, 16.1375, 0, 0
1, 1800, 4, 719.54, 16.2104, 729.851, 15.9813, 0, 0
1, 1900, 4, 837.15, 16.3865, 848.574, 16.1659, 0, 0
1, 2000, 4, 987.568, 16.2014, 1000.31, 15.995, 0, 0
1, 2048, 4, 1059.06, 16.2217, 1072.41, 16.0199, 0, 0
1, 2100, 4, 1129.71, 16.3954, 1143.72, 16.1945, 0, 0
1, 2200, 4, 1314.03, 16.2066, 1329.32, 16.0202, 0, 0
1, 2300, 4, 1483.82, 16.3996, 1500.62, 16.2159, 0, 0
1, 2400, 4, 1705.94, 16.2069, 1724.5, 16.0325, 0, 0
1, 2500, 4, 1905.13, 16.4031, 1925.27, 16.2315, 0, 0
1, 2600, 4, 2169.61, 16.202, 2191.21, 16.0423, 0, 0
1, 2700, 4, 2400.07, 16.4021, 2423.48, 16.2436, 0, 0
1, 2800, 4, 2710.42, 16.1982, 2736.03, 16.0466, 0, 0
1, 2900, 4, 2974.56, 16.3984, 3001.72, 16.25, 0, 0
1, 3000, 4, 3331.85, 16.2072, 3360.96, 16.0668, 0, 0
1, 3100, 4, 3632.64, 16.4018, 3663.74, 16.2626, 0, 0
1, 3200, 4, 4044.62, 16.2033, 4077.76, 16.0716, 0, 0
1, 3300, 4, 4380.59, 16.4074, 4415.9, 16.2762, 0, 0
