1,1,0,0,0,1
1,2,0,0,0,1
1,4,0,0,0,1
1,8,0,0,0,1
1,16,0,0,0,1
1,32,0,0,0,1
1,64,0,0,0,1
1,100,0,0,0,1
1,128,0,0,0,1
1,200,0,0,0,1
1,256,0,0,0,1
1,300,0,0,0,1
1,400,0,0,0,1
1,500,0,0,0,1
1,512,0,0,0,1
1,600,0,0,0,1
1,700,0,0,0,1
1,800,0,0,0,1
1,900,0,0,0,1
1,1000,0,0,0,1
1,1024,0,0,0,1
1,1100,0,0,0,1
1,1200,0,0,0,1
1,1300,0,0,0,1
1,1400,0,0,0,1
1,1500,0,0,0,1
1,1600,0,0,0,1
1,1700,0,0,0,1
1,1800,0,0,0,1
1,1900,0,0,0,1
1,2000,0,0,0,1
1,2048,0,0,0,1
1,2100,0,0,0,1
1,2200,0,0,0,1
1,2300,0,0,0,1
1,2400,0,0,0,1
1,2500,0,0,0,1
1,2600,0,0,0,1
1,2700,0,0,0,1
1,2800,0,0,0,1
1,2900,0,0,0,1
1,3000,0,0,0,1
1,3100,0,0,0,1
1,3200,0,0,0,1
1,3300,0,0,0,1
1,3400,0,0,0,1
1,3500,0,0,0,1
1,3600,0,0,0,1
1,3700,0,0,0,1
1,3800,0,0,0,1
1,3900,0,0,0,1
1,4000,0,0,0,1
1,4096,0,0,0,1
1,4100,0,0,0,1
1,4200,0,0,0,1
1,4300,0,0,0,1
1,4400,0,0,0,1
1,4500,0,0,0,1
1,4600,0,0,0,1
1,4700,0,0,0,1
1,4800,0,0,0,1
1,4900,0,0,0,1
1,5000,0,0,0,1
1,8192,0,0,0,1
